0.541139	-0.435442	0.829926	
0.567889	-0.435442	1.15618	
0.55339	-0.435442	1.15618	
0.541139	-0.435442	0.829926	
0.541139	-0.435442	1.15618	
0.461985	-0.435442	0.829926	
0.567889	-0.435442	0.941626	
0.55339	-0.435442	1.15618	
0.494038	-0.451265	0.829926	
0.550492	-0.505243	0.829926	
0.541139	-0.524419	0.829926	
0.55339	-0.435442	0.902209	
0.541139	-0.435442	0.591591	
0.55339	-0.435442	1.34525	
0.541139	-0.435442	0.591591	
0.541139	-0.435442	0.695006	
0.541139	-0.435442	0.829926	
0.55339	-0.435442	0.977814	
0.541139	-0.435442	0.591591	
0.55339	-0.435442	1.22222	
0.567889	-0.435442	1.15618	
0.55339	-0.435442	0.829926	
0.567889	-0.435442	0.591591	
0.55339	-0.435442	1.15618	
0.55339	-0.435442	1.28178	
0.55339	-0.435442	0.829926	
