0.326105	-0.377515	0.851315	
0.362861	-0.412989	0.352208	
0.362861	-0.37189	0.352208	
0.362861	-0.412989	-0.34146	
0.362861	-0.411294	0.4451	
0.233509	-0.481412	0.352208	
0.472424	-0.412989	-0.34146	
0.336896	-0.530177	0.352208	
0.233509	-0.411294	0.352208	
0.362861	-0.412989	0.363623	
0.734629	-0.476239	0.352208	
0.362861	-0.412989	0.352208	
0.362861	-0.412989	0.352208	
0.734629	-0.476239	0.851315	
0.362861	-0.37189	0.352208	
0.362861	-0.412989	0.379548	
0.28367	-0.282543	-0.34146	
0.362861	-0.412989	0.352208	
0.362861	-0.37189	0.352208	
0.286939	-0.412989	0.851315	
0.326105	-0.377515	-0.34146	
0.362861	-0.412989	0.851315	
0.362861	-0.412989	-0.34146	
0.362861	-0.412989	-0.34146	
0.362861	-0.412989	0.352208	
