-0.13153	0.296955	0.313808	1523
-0.63182	-0.255396	-0.135914	768
0.796393	-0.476239	0.663451	1448
0.316573	-0.269287	-0.34146	1422
0.319238	-0.561954	-0.285191	1133
0.148123	0.214988	0.407848	963
-0.123772	0.625699	-0.735511	618
-0.0306954	0.578833	-0.253072	1377
-0.163701	0.288763	-0.0371324	1093
0.192758	-0.411139	0.848644	1462
0.40013	0.197259	0.492665	872
0.175412	0.874015	0.116565	618
-0.636736	0.0653016	0.890896	1405
-0.00869028	0.702452	-0.672588	798
0.238704	0.0108125	0.110886	1093
-0.073127	-0.162258	-0.254868	0
-0.42943	-0.146077	0.0693866	0
0.108885	-0.417935	0.769352	0
0.0359697	0.207068	-0.336154	0
-0.21719	-0.052984	0.584283	0
-0.183598	-0.411294	-0.682943	0
0.697986	-0.136644	0.234932	0
-0.531011	-0.00191063	0.352208	0
-0.258389	-0.3653	0.407995	0
0.574538	-0.423079	-0.236388	0
